,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,track_name,popularity
24,0.632,0.559,11,-6.74,0,0.0794,0.331,0.0,0.16,0.674,91.81,audio_features,2MOq63fxuFLYQM3CsDcFs1,spotify:track:2MOq63fxuFLYQM3CsDcFs1,https://api.spotify.com/v1/tracks/2MOq63fxuFLYQM3CsDcFs1,https://api.spotify.com/v1/audio-analysis/2MOq63fxuFLYQM3CsDcFs1,150026,4,menina solta,68
25,0.589,0.846,11,-5.501,1,0.0616,0.108,0.0,0.93,0.565,167.987,audio_features,7bukHRNgGLRySTJEVvLoIR,spotify:track:7bukHRNgGLRySTJEVvLoIR,https://api.spotify.com/v1/tracks/7bukHRNgGLRySTJEVvLoIR,https://api.spotify.com/v1/audio-analysis/7bukHRNgGLRySTJEVvLoIR,194580,4,Briga Feia - Ao Vivo,69
26,0.443,0.509,2,-5.995,1,0.0536,0.615,0.0,0.472,0.69,160.984,audio_features,1ere9b9vDw2N3m9d4uiXxa,spotify:track:1ere9b9vDw2N3m9d4uiXxa,https://api.spotify.com/v1/tracks/1ere9b9vDw2N3m9d4uiXxa,https://api.spotify.com/v1/audio-analysis/1ere9b9vDw2N3m9d4uiXxa,196380,4,Facas - Ao Vivo,67
27,0.954,0.696,10,-7.117,0,0.204,0.00576,0.000498,0.0754,0.432,100.036,audio_features,4Hpib09wXgD84w4uwTPnYD,spotify:track:4Hpib09wXgD84w4uwTPnYD,https://api.spotify.com/v1/tracks/4Hpib09wXgD84w4uwTPnYD,https://api.spotify.com/v1/audio-analysis/4Hpib09wXgD84w4uwTPnYD,139413,4,Tap In,67
28,0.73,0.729,4,-3.434,0,0.0886,0.167,1.39e-06,0.349,0.467,113.012,audio_features,1raaNykBg1bDnWENUiglUA,spotify:track:1raaNykBg1bDnWENUiglUA,https://api.spotify.com/v1/tracks/1raaNykBg1bDnWENUiglUA,https://api.spotify.com/v1/audio-analysis/1raaNykBg1bDnWENUiglUA,221820,4,Break My Heart,67
29,0.665,0.743,4,-4.434,1,0.0567,0.0604,0.0,0.959,0.658,131.573,audio_features,3GmJxfnUDrIs1iCfKUELFz,spotify:track:3GmJxfnUDrIs1iCfKUELFz,https://api.spotify.com/v1/tracks/3GmJxfnUDrIs1iCfKUELFz,https://api.spotify.com/v1/audio-analysis/3GmJxfnUDrIs1iCfKUELFz,147748,4,Supera - Ao Vivo,69
30,0.362,0.448,3,-6.12,1,0.0872,0.488,0.0,0.154,0.166,76.692,audio_features,05ZA9WD25P4ynY41Bd15Km,spotify:track:05ZA9WD25P4ynY41Bd15Km,https://api.spotify.com/v1/tracks/05ZA9WD25P4ynY41Bd15Km,https://api.spotify.com/v1/audio-analysis/05ZA9WD25P4ynY41Bd15Km,175389,4,All I Want - Love That Lasts Mix,67
31,0.552,0.709,8,-5.435,1,0.129,0.611,0.0,0.763,0.527,117.581,audio_features,1uryupl9hqVZYurJwH4G9k,spotify:track:1uryupl9hqVZYurJwH4G9k,https://api.spotify.com/v1/tracks/1uryupl9hqVZYurJwH4G9k,https://api.spotify.com/v1/audio-analysis/1uryupl9hqVZYurJwH4G9k,157186,4,3 Batidas - Ao Vivo,66
32,0.834,0.777,5,-4.538,0,0.0593,0.22,0.00609,0.335,0.865,129.984,audio_features,1OUPXna2MCgAt3VNmXJBtg,spotify:track:1OUPXna2MCgAt3VNmXJBtg,https://api.spotify.com/v1/tracks/1OUPXna2MCgAt3VNmXJBtg,https://api.spotify.com/v1/audio-analysis/1OUPXna2MCgAt3VNmXJBtg,193440,4,Bola Rebola,65
33,0.532,0.769,10,-5.899,1,0.0501,0.386,0.0,0.942,0.463,123.413,audio_features,1MparvKC8QIDwu06iO3qVr,spotify:track:1MparvKC8QIDwu06iO3qVr,https://api.spotify.com/v1/tracks/1MparvKC8QIDwu06iO3qVr,https://api.spotify.com/v1/audio-analysis/1MparvKC8QIDwu06iO3qVr,192632,4,Volta Por Baixo - Ao Vivo,67
34,0.714,0.712,11,-4.403,1,0.0545,0.621,0.0,0.127,0.789,123.804,audio_features,3J5Pu25BODMex4Jpy4l6FL,spotify:track:3J5Pu25BODMex4Jpy4l6FL,https://api.spotify.com/v1/tracks/3J5Pu25BODMex4Jpy4l6FL,https://api.spotify.com/v1/audio-analysis/3J5Pu25BODMex4Jpy4l6FL,174863,4,S de Saudade,64
35,0.528,0.87,11,-3.123,1,0.0851,0.24,0.0,0.333,0.714,152.37,audio_features,2PWjKmjyTZeDpmOUa3a5da,spotify:track:2PWjKmjyTZeDpmOUa3a5da,https://api.spotify.com/v1/tracks/2PWjKmjyTZeDpmOUa3a5da,https://api.spotify.com/v1/audio-analysis/2PWjKmjyTZeDpmOUa3a5da,181930,4,Cheirosa - Ao Vivo,64
36,0.764,0.794,8,-4.096,1,0.0589,0.663,0.0,0.34,0.721,110.013,audio_features,2nZj5YymF54qhAu7RneVP6,spotify:track:2nZj5YymF54qhAu7RneVP6,https://api.spotify.com/v1/tracks/2nZj5YymF54qhAu7RneVP6,https://api.spotify.com/v1/audio-analysis/2nZj5YymF54qhAu7RneVP6,173227,4,Coração Na Cama - Ao Vivo,64
37,0.775,0.886,6,-6.68,0,0.0476,0.589,7.71e-06,0.0991,0.939,172.013,audio_features,3dPvQLKl42dMYWV4LWRTLK,spotify:track:3dPvQLKl42dMYWV4LWRTLK,https://api.spotify.com/v1/tracks/3dPvQLKl42dMYWV4LWRTLK,https://api.spotify.com/v1/audio-analysis/3dPvQLKl42dMYWV4LWRTLK,203076,4,Tá Rocheda,64
38,0.579,0.346,0,-13.975,0,0.368,0.86,2.02e-06,0.0945,0.741,102.374,audio_features,67mqU3FeErlvWwsxnMfvQo,spotify:track:67mqU3FeErlvWwsxnMfvQo,https://api.spotify.com/v1/tracks/67mqU3FeErlvWwsxnMfvQo,https://api.spotify.com/v1/audio-analysis/67mqU3FeErlvWwsxnMfvQo,155125,5,Tudo Aconteceu,64
39,0.743,0.849,0,-3.638,1,0.0282,0.0515,0.0,0.506,0.883,128.034,audio_features,1jomN1tLiPE5eGd9siFJYE,spotify:track:1jomN1tLiPE5eGd9siFJYE,https://api.spotify.com/v1/tracks/1jomN1tLiPE5eGd9siFJYE,https://api.spotify.com/v1/audio-analysis/1jomN1tLiPE5eGd9siFJYE,164407,4,Viva Voz - Ao Vivo Em São Paulo / 2019,64
40,0.567,0.779,5,-4.464,0,0.152,0.651,0.0,0.914,0.909,92.384,audio_features,4rGZaAoBrEvfLGMDZapBKL,spotify:track:4rGZaAoBrEvfLGMDZapBKL,https://api.spotify.com/v1/tracks/4rGZaAoBrEvfLGMDZapBKL,https://api.spotify.com/v1/audio-analysis/4rGZaAoBrEvfLGMDZapBKL,268597,4,Vai Me Dando Corda - Ao Vivo,63
41,0.811,0.689,0,-5.113,0,0.0615,0.181,2.55e-05,0.0784,0.663,144.015,audio_features,2WlZuBDgLfT7Kc0admhFdg,spotify:track:2WlZuBDgLfT7Kc0admhFdg,https://api.spotify.com/v1/tracks/2WlZuBDgLfT7Kc0admhFdg,https://api.spotify.com/v1/audio-analysis/2WlZuBDgLfT7Kc0admhFdg,129782,4,BRABA,63
42,0.628,0.624,9,-7.968,0,0.254,0.112,0.0,0.197,0.47,159.646,audio_features,6WXglvTFRmjlHHhgjYMNif,spotify:track:6WXglvTFRmjlHHhgjYMNif,https://api.spotify.com/v1/tracks/6WXglvTFRmjlHHhgjYMNif,https://api.spotify.com/v1/audio-analysis/6WXglvTFRmjlHHhgjYMNif,324000,4,Ilusão (Cracolândia),63
43,0.508,0.749,11,-3.496,0,0.202,0.0337,0.0,0.327,0.3,97.896,audio_features,5l4GTT4tLccGiZE3KGjlg4,spotify:track:5l4GTT4tLccGiZE3KGjlg4,https://api.spotify.com/v1/tracks/5l4GTT4tLccGiZE3KGjlg4,https://api.spotify.com/v1/audio-analysis/5l4GTT4tLccGiZE3KGjlg4,182449,4,Radar,63
44,0.591,0.887,6,-7.909,0,0.236,0.145,0.0,0.23,0.659,159.854,audio_features,260n4ECk9j4IEvTAVBYojl,spotify:track:260n4ECk9j4IEvTAVBYojl,https://api.spotify.com/v1/tracks/260n4ECk9j4IEvTAVBYojl,https://api.spotify.com/v1/audio-analysis/260n4ECk9j4IEvTAVBYojl,173503,4,Nem Doeu - Ao Vivo,63
45,0.597,0.895,4,-2.117,0,0.0384,0.623,0.0,0.2,0.384,150.003,audio_features,7yjduLSgPntFlq79Cuzrfz,spotify:track:7yjduLSgPntFlq79Cuzrfz,https://api.spotify.com/v1/tracks/7yjduLSgPntFlq79Cuzrfz,https://api.spotify.com/v1/audio-analysis/7yjduLSgPntFlq79Cuzrfz,216836,4,Eu Tenho Medo,63
46,0.637,0.877,4,-3.68,0,0.198,0.469,0.0,0.343,0.691,118.889,audio_features,6QwFUcPc5nhsqZuhXUYtV7,spotify:track:6QwFUcPc5nhsqZuhXUYtV7,https://api.spotify.com/v1/tracks/6QwFUcPc5nhsqZuhXUYtV7,https://api.spotify.com/v1/audio-analysis/6QwFUcPc5nhsqZuhXUYtV7,175219,4,Tijolão - Ao Vivo,63
47,0.652,0.773,3,-5.203,1,0.128,0.449,0.0,0.166,0.527,113.788,audio_features,1uA7fD01YlQr1Rm0oyNB4H,spotify:track:1uA7fD01YlQr1Rm0oyNB4H,https://api.spotify.com/v1/tracks/1uA7fD01YlQr1Rm0oyNB4H,https://api.spotify.com/v1/audio-analysis/1uA7fD01YlQr1Rm0oyNB4H,181846,4,Pulei na Piscina - Ao Vivo,63
48,0.605,0.812,11,-4.699,1,0.0403,0.515,0.0,0.419,0.451,110.081,audio_features,2PqPSf3gtTED79rWGwVtYg,spotify:track:2PqPSf3gtTED79rWGwVtYg,https://api.spotify.com/v1/tracks/2PqPSf3gtTED79rWGwVtYg,https://api.spotify.com/v1/audio-analysis/2PqPSf3gtTED79rWGwVtYg,190245,4,Áudio - Ao Vivo em Brasília,63
49,0.599,0.882,0,-3.123,0,0.04,0.279,0.00156,0.309,0.542,156.015,audio_features,5AeydY71HZkZQ5dRHU9bHG,spotify:track:5AeydY71HZkZQ5dRHU9bHG,https://api.spotify.com/v1/tracks/5AeydY71HZkZQ5dRHU9bHG,https://api.spotify.com/v1/audio-analysis/5AeydY71HZkZQ5dRHU9bHG,200891,4,Acaso,62
50,0.935,0.71,11,-5.085,0,0.158,0.0769,1.92e-06,0.173,0.635,100.009,audio_features,4zGtfOglDBfVUypabBwIjQ,spotify:track:4zGtfOglDBfVUypabBwIjQ,https://api.spotify.com/v1/tracks/4zGtfOglDBfVUypabBwIjQ,https://api.spotify.com/v1/audio-analysis/4zGtfOglDBfVUypabBwIjQ,168507,4,Desce Pro Play (PA PA PA),62
51,0.68,0.869,6,-1.94,1,0.0589,0.178,0.0,0.223,0.924,173.997,audio_features,4lKuzrdZrJuCAedbIslF3A,spotify:track:4lKuzrdZrJuCAedbIslF3A,https://api.spotify.com/v1/tracks/4lKuzrdZrJuCAedbIslF3A,https://api.spotify.com/v1/audio-analysis/4lKuzrdZrJuCAedbIslF3A,143448,4,SENTADÃO,62
52,0.394,0.918,7,-2.657,1,0.334,0.342,0.0,0.982,0.588,157.925,audio_features,4KLvGldnzUZU4xdELyWBom,spotify:track:4KLvGldnzUZU4xdELyWBom,https://api.spotify.com/v1/tracks/4KLvGldnzUZU4xdELyWBom,https://api.spotify.com/v1/audio-analysis/4KLvGldnzUZU4xdELyWBom,158969,4,Barzinho Aleatório - Ao Vivo,62
53,0.664,0.572,0,-6.197,0,0.169,0.161,0.0,0.181,0.186,116.863,audio_features,4QFzCjkQl2c7wrzVrOu2sz,spotify:track:4QFzCjkQl2c7wrzVrOu2sz,https://api.spotify.com/v1/tracks/4QFzCjkQl2c7wrzVrOu2sz,https://api.spotify.com/v1/audio-analysis/4QFzCjkQl2c7wrzVrOu2sz,253333,4,Balão,62
54,0.794,0.937,8,-2.44,0,0.0336,0.366,4.15e-06,0.962,0.826,134.012,audio_features,3tv697PZNnaQN0Mn2zGhS5,spotify:track:3tv697PZNnaQN0Mn2zGhS5,https://api.spotify.com/v1/tracks/3tv697PZNnaQN0Mn2zGhS5,https://api.spotify.com/v1/audio-analysis/3tv697PZNnaQN0Mn2zGhS5,237517,4,A Gente Fez Amor - Ao Vivo,61
55,0.565,0.873,9,-2.193,1,0.0359,0.578,1.04e-06,0.123,0.534,150.17,audio_features,1w5GF97jRe8bnNKcBPYPyf,spotify:track:1w5GF97jRe8bnNKcBPYPyf,https://api.spotify.com/v1/tracks/1w5GF97jRe8bnNKcBPYPyf,https://api.spotify.com/v1/audio-analysis/1w5GF97jRe8bnNKcBPYPyf,163588,4,Meu Mel,62
56,0.758,0.732,5,-5.511,0,0.051,0.489,0.0,0.13,0.924,90.038,audio_features,3oqC4Ta40ft6NnTJwcUTdi,spotify:track:3oqC4Ta40ft6NnTJwcUTdi,https://api.spotify.com/v1/tracks/3oqC4Ta40ft6NnTJwcUTdi,https://api.spotify.com/v1/audio-analysis/3oqC4Ta40ft6NnTJwcUTdi,185333,4,Pipa Voada (feat. Emicida),61
57,0.832,0.55,5,-7.026,0,0.0587,0.249,8.17e-06,0.182,0.881,154.064,audio_features,5F8ffc8KWKNawllr5WsW0r,spotify:track:5F8ffc8KWKNawllr5WsW0r,https://api.spotify.com/v1/tracks/5F8ffc8KWKNawllr5WsW0r,https://api.spotify.com/v1/audio-analysis/5F8ffc8KWKNawllr5WsW0r,152784,4,Surtada - Remix Brega Funk,61
58,0.91,0.604,6,-4.392,0,0.082,0.448,0.0,0.0863,0.807,110.075,audio_features,7e1VoRlNumuEkXlITMHKLE,spotify:track:7e1VoRlNumuEkXlITMHKLE,https://api.spotify.com/v1/tracks/7e1VoRlNumuEkXlITMHKLE,https://api.spotify.com/v1/audio-analysis/7e1VoRlNumuEkXlITMHKLE,180788,4,Me Gusta (with Cardi B & Myke Towers),61
59,0.671,0.773,8,-5.479,0,0.0916,0.0716,0.0,0.122,0.616,99.942,audio_features,3bUDPTCStUeLcUgXgvepQh,spotify:track:3bUDPTCStUeLcUgXgvepQh,https://api.spotify.com/v1/tracks/3bUDPTCStUeLcUgXgvepQh,https://api.spotify.com/v1/audio-analysis/3bUDPTCStUeLcUgXgvepQh,186520,4,inesquecível,61
60,0.84,0.495,5,-5.155,0,0.0797,0.481,0.0,0.0853,0.527,130.041,audio_features,1mQOFRDoqI34LdN79PE0vH,spotify:track:1mQOFRDoqI34LdN79PE0vH,https://api.spotify.com/v1/tracks/1mQOFRDoqI34LdN79PE0vH,https://api.spotify.com/v1/audio-analysis/1mQOFRDoqI34LdN79PE0vH,180923,4,Ô Moça,61
61,0.815,0.69,9,-4.622,1,0.0469,0.29,0.0,0.312,0.654,135.036,audio_features,0DlHQxrVijRqVUfuS6PKaY,spotify:track:0DlHQxrVijRqVUfuS6PKaY,https://api.spotify.com/v1/tracks/0DlHQxrVijRqVUfuS6PKaY,https://api.spotify.com/v1/audio-analysis/0DlHQxrVijRqVUfuS6PKaY,185000,4,Deixa de Onda (Porra Nenhuma),60
62,0.666,0.846,1,-3.654,1,0.174,0.0883,0.0,0.084,0.782,144.479,audio_features,0RaIjuKU5hudMteEXwr4RS,spotify:track:0RaIjuKU5hudMteEXwr4RS,https://api.spotify.com/v1/tracks/0RaIjuKU5hudMteEXwr4RS,https://api.spotify.com/v1/audio-analysis/0RaIjuKU5hudMteEXwr4RS,166388,4,Ranking,60
63,0.795,0.878,1,-3.261,0,0.278,0.413,0.0,0.0968,0.963,149.971,audio_features,1oQppEGTHYN53xfEaTz4ua,spotify:track:1oQppEGTHYN53xfEaTz4ua,https://api.spotify.com/v1/tracks/1oQppEGTHYN53xfEaTz4ua,https://api.spotify.com/v1/audio-analysis/1oQppEGTHYN53xfEaTz4ua,122435,4,VAI MENINA,60
64,0.819,0.684,6,-7.169,0,0.119,0.132,0.0,0.0942,0.959,170.187,audio_features,5dKesZwp6deuhEeW8F1UEi,spotify:track:5dKesZwp6deuhEeW8F1UEi,https://api.spotify.com/v1/tracks/5dKesZwp6deuhEeW8F1UEi,https://api.spotify.com/v1/audio-analysis/5dKesZwp6deuhEeW8F1UEi,137125,4,Hit Contagiante,60
65,0.698,0.722,1,-6.571,1,0.146,0.0134,1.03e-05,0.115,0.753,126.739,audio_features,6Q9NH5cNBY58nJkp5Jbs9j,spotify:track:6Q9NH5cNBY58nJkp5Jbs9j,https://api.spotify.com/v1/tracks/6Q9NH5cNBY58nJkp5Jbs9j,https://api.spotify.com/v1/audio-analysis/6Q9NH5cNBY58nJkp5Jbs9j,155053,5,Deve ser horrível dormir sem mim,60
66,0.826,0.73,1,-3.032,1,0.0809,0.383,0.000374,0.0197,0.605,150.134,audio_features,2bPtwnrpFNEe8N7Q85kLHw,spotify:track:2bPtwnrpFNEe8N7Q85kLHw,https://api.spotify.com/v1/tracks/2bPtwnrpFNEe8N7Q85kLHw,https://api.spotify.com/v1/audio-analysis/2bPtwnrpFNEe8N7Q85kLHw,157600,4,Combatchy (feat. MC Rebecca),61
67,0.785,0.721,8,-5.457,1,0.0506,0.0149,0.00432,0.285,0.894,121.962,audio_features,2Wo6QQD1KMDWeFkkjLqwx5,spotify:track:2Wo6QQD1KMDWeFkkjLqwx5,https://api.spotify.com/v1/tracks/2Wo6QQD1KMDWeFkkjLqwx5,https://api.spotify.com/v1/audio-analysis/2Wo6QQD1KMDWeFkkjLqwx5,176219,4,Roses - Imanbek Remix,59
68,0.698,0.604,4,-4.574,1,0.0457,0.501,0.0,0.251,0.353,127.707,audio_features,64I6t2tuUGnIlaDIzHJ6YI,spotify:track:64I6t2tuUGnIlaDIzHJ6YI,https://api.spotify.com/v1/tracks/64I6t2tuUGnIlaDIzHJ6YI,https://api.spotify.com/v1/audio-analysis/64I6t2tuUGnIlaDIzHJ6YI,215979,4,Quero Você do Jeito Que Quiser,59
69,0.652,0.723,7,-7.576,1,0.112,0.238,0.000349,0.0719,0.53,130.759,audio_features,12v6LfkX9YIR3uLefIAAYZ,spotify:track:12v6LfkX9YIR3uLefIAAYZ,https://api.spotify.com/v1/tracks/12v6LfkX9YIR3uLefIAAYZ,https://api.spotify.com/v1/audio-analysis/12v6LfkX9YIR3uLefIAAYZ,112346,3,Comprei um Lança,59
0,0.842,0.801,8,-4.167,0,0.228,0.157,4.82e-06,0.0642,0.617,95.881,audio_features,4w8niZpiMy6qz1mntFA5uM,spotify:track:4w8niZpiMy6qz1mntFA5uM,https://api.spotify.com/v1/tracks/4w8niZpiMy6qz1mntFA5uM,https://api.spotify.com/v1/audio-analysis/4w8niZpiMy6qz1mntFA5uM,212500,4,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",78
1,0.42,0.574,4,-5.149,1,0.0292,0.238,0.000115,0.127,0.218,170.549,audio_features,2OHym1q6nzgtT75UCNjjro,spotify:track:2OHym1q6nzgtT75UCNjjro,https://api.spotify.com/v1/tracks/2OHym1q6nzgtT75UCNjjro,https://api.spotify.com/v1/audio-analysis/2OHym1q6nzgtT75UCNjjro,275667,4,Spending My Time,68
2,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,audio_features,2Fxmhks0bxGSBdJ92vM42m,spotify:track:2Fxmhks0bxGSBdJ92vM42m,https://api.spotify.com/v1/tracks/2Fxmhks0bxGSBdJ92vM42m,https://api.spotify.com/v1/audio-analysis/2Fxmhks0bxGSBdJ92vM42m,194088,4,bad guy,84
3,0.699,0.86,9,-2.761,0,0.0769,0.166,0.0,0.353,0.638,137.85,audio_features,1NG3zBjoV0TtKcr5znJ6n3,spotify:track:1NG3zBjoV0TtKcr5znJ6n3,https://api.spotify.com/v1/tracks/1NG3zBjoV0TtKcr5znJ6n3,https://api.spotify.com/v1/audio-analysis/1NG3zBjoV0TtKcr5znJ6n3,178213,4,Traí Sim - Ao Vivo,50
4,0.647,0.787,5,-7.002,0,0.114,0.375,0.0,0.0784,0.604,142.879,audio_features,08ZVFEU1PPcTSG8vVqrkJL,spotify:track:08ZVFEU1PPcTSG8vVqrkJL,https://api.spotify.com/v1/tracks/08ZVFEU1PPcTSG8vVqrkJL,https://api.spotify.com/v1/audio-analysis/08ZVFEU1PPcTSG8vVqrkJL,330720,4,Dias Melhores Virão,26
5,0.704,0.632,11,-8.132,1,0.0283,0.541,0.000254,0.331,0.822,100.753,audio_features,0cIJo9b4Po1NuuiObDAmU6,spotify:track:0cIJo9b4Po1NuuiObDAmU6,https://api.spotify.com/v1/tracks/0cIJo9b4Po1NuuiObDAmU6,https://api.spotify.com/v1/audio-analysis/0cIJo9b4Po1NuuiObDAmU6,155493,4,Pé Na Tabua,35
6,0.552,0.224,7,-9.417,1,0.0399,0.945,0.0,0.161,0.531,131.423,audio_features,1ggRqKqxuuJktNKde4Cng5,spotify:track:1ggRqKqxuuJktNKde4Cng5,https://api.spotify.com/v1/tracks/1ggRqKqxuuJktNKde4Cng5,https://api.spotify.com/v1/audio-analysis/1ggRqKqxuuJktNKde4Cng5,206841,4,Boa Memória - Ao Vivo,40
7,0.684,0.744,10,-4.638,0,0.0402,0.11,1.21e-05,0.0726,0.712,159.919,audio_features,0ijk36AtPKhLldqqkHC94H,spotify:track:0ijk36AtPKhLldqqkHC94H,https://api.spotify.com/v1/tracks/0ijk36AtPKhLldqqkHC94H,https://api.spotify.com/v1/audio-analysis/0ijk36AtPKhLldqqkHC94H,188695,4,Pode Me Bloquear,46
8,0.621,0.743,3,-3.864,1,0.0738,0.281,0.0,0.411,0.581,111.454,audio_features,4E6RdcCWMiHTu7zy1VTNDo,spotify:track:4E6RdcCWMiHTu7zy1VTNDo,https://api.spotify.com/v1/tracks/4E6RdcCWMiHTu7zy1VTNDo,https://api.spotify.com/v1/audio-analysis/4E6RdcCWMiHTu7zy1VTNDo,154661,4,Todo Mundo Vai Sofrer - Ao Vivo,66
9,0.522,0.751,1,-5.46,1,0.0435,0.000491,2.22e-06,0.158,0.605,139.51,audio_features,1B8MHa0NveCF1ViBEOZWO5,spotify:track:1B8MHa0NveCF1ViBEOZWO5,https://api.spotify.com/v1/tracks/1B8MHa0NveCF1ViBEOZWO5,https://api.spotify.com/v1/audio-analysis/1B8MHa0NveCF1ViBEOZWO5,232067,3,Addicted,62
10,0.584,0.54,1,-7.786,0,0.0576,0.0895,0.0,0.261,0.195,137.972,audio_features,3ebXMykcMXOcLeJ9xZ17XH,spotify:track:3ebXMykcMXOcLeJ9xZ17XH,https://api.spotify.com/v1/tracks/3ebXMykcMXOcLeJ9xZ17XH,https://api.spotify.com/v1/audio-analysis/3ebXMykcMXOcLeJ9xZ17XH,220883,4,Scared to Be Lonely,78
11,0.572,0.385,7,-6.362,1,0.0308,0.371,0.0,0.231,0.323,95.799,audio_features,2VxeLyX666F8uXCJ0dZF8B,spotify:track:2VxeLyX666F8uXCJ0dZF8B,https://api.spotify.com/v1/tracks/2VxeLyX666F8uXCJ0dZF8B,https://api.spotify.com/v1/audio-analysis/2VxeLyX666F8uXCJ0dZF8B,215733,4,Shallow,85
12,0.81,0.746,6,-3.789,0,0.146,0.237,0.0,0.262,0.794,165.032,audio_features,15YEYgT0kDso9gwOcJFAmV,spotify:track:15YEYgT0kDso9gwOcJFAmV,https://api.spotify.com/v1/tracks/15YEYgT0kDso9gwOcJFAmV,https://api.spotify.com/v1/audio-analysis/15YEYgT0kDso9gwOcJFAmV,178119,4,O Bebê,53
13,0.617,0.922,11,-3.474,1,0.0744,0.000247,0.388,0.363,0.6,132.059,audio_features,1jq28NGw6wdtFKx8MBPy6C,spotify:track:1jq28NGw6wdtFKx8MBPy6C,https://api.spotify.com/v1/tracks/1jq28NGw6wdtFKx8MBPy6C,https://api.spotify.com/v1/audio-analysis/1jq28NGw6wdtFKx8MBPy6C,212347,4,Burn It to the Ground,74
14,0.575,0.154,9,-15.055,1,0.0351,0.902,0.0,0.146,0.447,101.967,audio_features,2OIDEIfnVoVUtFnhlasLqf,spotify:track:2OIDEIfnVoVUtFnhlasLqf,https://api.spotify.com/v1/tracks/2OIDEIfnVoVUtFnhlasLqf,https://api.spotify.com/v1/audio-analysis/2OIDEIfnVoVUtFnhlasLqf,144640,4,Minha Vida,57
15,0.737,0.86,8,-2.652,0,0.0593,0.11,1.94e-06,0.0574,0.656,93.989,audio_features,5w9c2J52mkdntKOmRLeM2m,spotify:track:5w9c2J52mkdntKOmRLeM2m,https://api.spotify.com/v1/tracks/5w9c2J52mkdntKOmRLeM2m,https://api.spotify.com/v1/audio-analysis/5w9c2J52mkdntKOmRLeM2m,193227,4,Con Calma,80
16,0.745,0.693,2,-5.479,0,0.034,0.339,0.0,0.123,0.248,98.039,audio_features,2XWjPtKdi5sucFYtVav07d,spotify:track:2XWjPtKdi5sucFYtVav07d,https://api.spotify.com/v1/tracks/2XWjPtKdi5sucFYtVav07d,https://api.spotify.com/v1/audio-analysis/2XWjPtKdi5sucFYtVav07d,181900,4,365,66
17,0.52,0.856,9,-4.552,1,0.0487,0.00178,0.0,0.206,0.361,126.51,audio_features,2pycX4j3dX7NunQsFpcdAq,spotify:track:2pycX4j3dX7NunQsFpcdAq,https://api.spotify.com/v1/tracks/2pycX4j3dX7NunQsFpcdAq,https://api.spotify.com/v1/audio-analysis/2pycX4j3dX7NunQsFpcdAq,253627,4,Setevidas,46
18,0.611,0.556,9,-5.761,1,0.0288,0.175,7.14e-05,0.0359,0.252,126.532,audio_features,4hf0hL4kWyjWztZzVsM39V,spotify:track:4hf0hL4kWyjWztZzVsM39V,https://api.spotify.com/v1/tracks/4hf0hL4kWyjWztZzVsM39V,https://api.spotify.com/v1/audio-analysis/4hf0hL4kWyjWztZzVsM39V,297307,4,God Put a Smile upon Your Face,66
19,0.814,0.683,1,-7.091,1,0.304,0.0596,1.92e-05,0.671,0.473,91.963,audio_features,6mfu6jyFgvnXeTPQrYNs8d,spotify:track:6mfu6jyFgvnXeTPQrYNs8d,https://api.spotify.com/v1/tracks/6mfu6jyFgvnXeTPQrYNs8d,https://api.spotify.com/v1/audio-analysis/6mfu6jyFgvnXeTPQrYNs8d,298164,4,Medellín (with Maluma),55
20,0.641,0.614,7,-7.847,1,0.0532,0.0745,0.0,0.093,0.727,81.011,audio_features,1qCLx3nX25NuhfPjM5E1qV,spotify:track:1qCLx3nX25NuhfPjM5E1qV,https://api.spotify.com/v1/tracks/1qCLx3nX25NuhfPjM5E1qV,https://api.spotify.com/v1/audio-analysis/1qCLx3nX25NuhfPjM5E1qV,210889,4,Ouvi Dizer,68
21,0.45,0.883,7,-4.094,1,0.0524,0.00193,0.0,0.293,0.328,93.41,audio_features,663Karu2rvKLdnY0eo1n3M,spotify:track:663Karu2rvKLdnY0eo1n3M,https://api.spotify.com/v1/tracks/663Karu2rvKLdnY0eo1n3M,https://api.spotify.com/v1/audio-analysis/663Karu2rvKLdnY0eo1n3M,214707,4,Call Me When You're Sober,69
22,0.766,0.756,5,-5.861,1,0.132,0.213,0.0,0.349,0.716,94.027,audio_features,1RouRzlg8OKFeqc6LvdxmB,spotify:track:1RouRzlg8OKFeqc6LvdxmB,https://api.spotify.com/v1/tracks/1RouRzlg8OKFeqc6LvdxmB,https://api.spotify.com/v1/audio-analysis/1RouRzlg8OKFeqc6LvdxmB,230000,4,Felices los 4,74
23,0.825,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,0.931,95.977,audio_features,7qiZfU4dY1lWllzX7mPBI3,spotify:track:7qiZfU4dY1lWllzX7mPBI3,https://api.spotify.com/v1/tracks/7qiZfU4dY1lWllzX7mPBI3,https://api.spotify.com/v1/audio-analysis/7qiZfU4dY1lWllzX7mPBI3,233713,4,Shape of You,88
