,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,track_name,popularity
0,0.636,0.909,0,-3.685,1,0.0439,0.149,0.0,0.719,0.61,154.189,audio_features,4ASA1PZyWGbuc4d9N8OAcF,spotify:track:4ASA1PZyWGbuc4d9N8OAcF,https://api.spotify.com/v1/tracks/4ASA1PZyWGbuc4d9N8OAcF,https://api.spotify.com/v1/audio-analysis/4ASA1PZyWGbuc4d9N8OAcF,148800,4,Eu Gosto Assim - Ao Vivo,85
1,0.774,0.742,8,-4.178,1,0.0766,0.473,0.000472,0.342,0.736,134.991,audio_features,7AwVSKaQxpidrtYBerkHKk,spotify:track:7AwVSKaQxpidrtYBerkHKk,https://api.spotify.com/v1/tracks/7AwVSKaQxpidrtYBerkHKk,https://api.spotify.com/v1/audio-analysis/7AwVSKaQxpidrtYBerkHKk,194023,4,Pipoco,77
2,0.839,0.771,7,-4.673,1,0.114,0.591,0.0,0.0582,0.809,125.96,audio_features,25rz3D4oroFC0GXm3xFXnG,spotify:track:25rz3D4oroFC0GXm3xFXnG,https://api.spotify.com/v1/tracks/25rz3D4oroFC0GXm3xFXnG,https://api.spotify.com/v1/audio-analysis/25rz3D4oroFC0GXm3xFXnG,202563,4,Tem Cabaré Essa Noite,70
3,0.541,0.713,0,-4.313,1,0.0368,0.586,0.0,0.661,0.285,110.414,audio_features,1K8AtBJXcdq5mywMnZuARP,spotify:track:1K8AtBJXcdq5mywMnZuARP,https://api.spotify.com/v1/tracks/1K8AtBJXcdq5mywMnZuARP,https://api.spotify.com/v1/audio-analysis/1K8AtBJXcdq5mywMnZuARP,187381,4,Termina Comigo Antes,72
4,0.713,0.625,0,-3.473,1,0.0268,0.573,0.0,0.11,0.687,114.023,audio_features,4xxeEWGQNFQ6qehlnev5LS,spotify:track:4xxeEWGQNFQ6qehlnev5LS,https://api.spotify.com/v1/tracks/4xxeEWGQNFQ6qehlnev5LS,https://api.spotify.com/v1/audio-analysis/4xxeEWGQNFQ6qehlnev5LS,205685,4,Te Amo Demais,74
5,0.714,0.748,11,-4.605,1,0.0679,0.59,0.0,0.626,0.698,105.031,audio_features,1ELsaYdj2NlxLvkx9g24xZ,spotify:track:1ELsaYdj2NlxLvkx9g24xZ,https://api.spotify.com/v1/tracks/1ELsaYdj2NlxLvkx9g24xZ,https://api.spotify.com/v1/audio-analysis/1ELsaYdj2NlxLvkx9g24xZ,173367,4,Haja Colírio (feat. Hugo & Guilherme) - Ao Vivo,80
6,0.632,0.817,7,-5.028,1,0.122,0.3,0.0,0.573,0.68,151.993,audio_features,546dFmvwFGBY7MJOkV5ctq,spotify:track:546dFmvwFGBY7MJOkV5ctq,https://api.spotify.com/v1/tracks/546dFmvwFGBY7MJOkV5ctq,https://api.spotify.com/v1/audio-analysis/546dFmvwFGBY7MJOkV5ctq,171712,4,Todo Seu - Ao Vivo,74
7,0.695,0.643,1,-5.405,1,0.0964,0.601,0.0,0.131,0.813,146.48,audio_features,4eoqnVPLzROP9tDxcFQAAK,spotify:track:4eoqnVPLzROP9tDxcFQAAK,https://api.spotify.com/v1/tracks/4eoqnVPLzROP9tDxcFQAAK,https://api.spotify.com/v1/audio-analysis/4eoqnVPLzROP9tDxcFQAAK,138502,4,Alimentando Vontade,69
8,0.488,0.849,0,-4.402,1,0.0555,0.531,0.0,0.361,0.618,92.614,audio_features,3lPVEvvFoUGZ783i6iRKdC,spotify:track:3lPVEvvFoUGZ783i6iRKdC,https://api.spotify.com/v1/tracks/3lPVEvvFoUGZ783i6iRKdC,https://api.spotify.com/v1/audio-analysis/3lPVEvvFoUGZ783i6iRKdC,198339,4,M de Mulher - Ao Vivo,56
9,0.808,0.933,5,-3.626,0,0.17,0.197,0.0,0.207,0.886,132.952,audio_features,59flXgg5UgxV2WyMOnbI8k,spotify:track:59flXgg5UgxV2WyMOnbI8k,https://api.spotify.com/v1/tracks/59flXgg5UgxV2WyMOnbI8k,https://api.spotify.com/v1/audio-analysis/59flXgg5UgxV2WyMOnbI8k,157918,4,Moçada do Interior,51
10,0.828,0.721,1,-4.274,0,0.0558,0.153,0.0,0.547,0.651,129.092,audio_features,7MLCxrDoxcTRg1u3QAGE5a,spotify:track:7MLCxrDoxcTRg1u3QAGE5a,https://api.spotify.com/v1/tracks/7MLCxrDoxcTRg1u3QAGE5a,https://api.spotify.com/v1/audio-analysis/7MLCxrDoxcTRg1u3QAGE5a,168689,4,Bloqueado - Ao Vivo,12
11,0.578,0.669,4,-4.748,0,0.0341,0.279,0.0,0.171,0.53,110.001,audio_features,7pvrsbBKUQI2QmA74WCJa5,spotify:track:7pvrsbBKUQI2QmA74WCJa5,https://api.spotify.com/v1/tracks/7pvrsbBKUQI2QmA74WCJa5,https://api.spotify.com/v1/audio-analysis/7pvrsbBKUQI2QmA74WCJa5,168645,4,Ela e Ela,64
12,0.445,0.731,7,-6.412,1,0.0935,0.275,0.0,0.964,0.324,152.018,audio_features,4IX43MpJlpxzRMLb9QayrJ,spotify:track:4IX43MpJlpxzRMLb9QayrJ,https://api.spotify.com/v1/tracks/4IX43MpJlpxzRMLb9QayrJ,https://api.spotify.com/v1/audio-analysis/4IX43MpJlpxzRMLb9QayrJ,201896,4,PERIGO NOTURNO - Ao Vivo,61
13,0.486,0.871,3,-3.642,0,0.258,0.617,0.0,0.97,0.663,151.175,audio_features,4u06FbRh6FvV2FQZkouzCw,spotify:track:4u06FbRh6FvV2FQZkouzCw,https://api.spotify.com/v1/tracks/4u06FbRh6FvV2FQZkouzCw,https://api.spotify.com/v1/audio-analysis/4u06FbRh6FvV2FQZkouzCw,153410,4,Arranhão - Ao Vivo,70
14,0.65,0.685,7,-5.262,0,0.0333,0.473,0.0,0.752,0.438,106.028,audio_features,6JIIejoN31NIn6BJsVS3cu,spotify:track:6JIIejoN31NIn6BJsVS3cu,https://api.spotify.com/v1/tracks/6JIIejoN31NIn6BJsVS3cu,https://api.spotify.com/v1/audio-analysis/6JIIejoN31NIn6BJsVS3cu,211017,4,Oi Deus - Ao Vivo,58
15,0.757,0.837,10,-4.253,0,0.0944,0.346,0.0,0.196,0.581,126.963,audio_features,7Dv8cvU6IJDj5UX3BGVl3H,spotify:track:7Dv8cvU6IJDj5UX3BGVl3H,https://api.spotify.com/v1/tracks/7Dv8cvU6IJDj5UX3BGVl3H,https://api.spotify.com/v1/audio-analysis/7Dv8cvU6IJDj5UX3BGVl3H,161222,4,Solteiro Profissional - Ao Vivo,44
16,0.456,0.83,8,-3.646,0,0.281,0.53,0.0,0.968,0.619,157.628,audio_features,1c4htMHiolERc0YJvZNdlc,spotify:track:1c4htMHiolERc0YJvZNdlc,https://api.spotify.com/v1/tracks/1c4htMHiolERc0YJvZNdlc,https://api.spotify.com/v1/audio-analysis/1c4htMHiolERc0YJvZNdlc,191524,4,Vai Lá Em Casa Hoje,6
17,0.882,0.721,11,-2.851,0,0.0512,0.0958,0.0,0.0989,0.97,120.018,audio_features,5PZAbR6JHYYV9xp5gv0XES,spotify:track:5PZAbR6JHYYV9xp5gv0XES,https://api.spotify.com/v1/tracks/5PZAbR6JHYYV9xp5gv0XES,https://api.spotify.com/v1/audio-analysis/5PZAbR6JHYYV9xp5gv0XES,132045,4,Bandido,70
18,0.779,0.95,1,-2.081,1,0.154,0.14,5.45e-06,0.123,0.844,132.035,audio_features,1GpWtIoagMWEdAkMAO5Gst,spotify:track:1GpWtIoagMWEdAkMAO5Gst,https://api.spotify.com/v1/tracks/1GpWtIoagMWEdAkMAO5Gst,https://api.spotify.com/v1/audio-analysis/1GpWtIoagMWEdAkMAO5Gst,164130,4,A Roça Venceu - Remix,55
19,0.585,0.839,6,-5.674,1,0.0758,0.182,0.0,0.2,0.568,123.793,audio_features,1wdhj1r7aeWVDUl9d18YKu,spotify:track:1wdhj1r7aeWVDUl9d18YKu,https://api.spotify.com/v1/tracks/1wdhj1r7aeWVDUl9d18YKu,https://api.spotify.com/v1/audio-analysis/1wdhj1r7aeWVDUl9d18YKu,163324,4,Expectativa x Realidade,64
20,0.561,0.889,8,-3.654,0,0.166,0.41,0.0,0.624,0.89,155.859,audio_features,2ebFBmle5uXcdbrCAOvPcZ,spotify:track:2ebFBmle5uXcdbrCAOvPcZ,https://api.spotify.com/v1/tracks/2ebFBmle5uXcdbrCAOvPcZ,https://api.spotify.com/v1/audio-analysis/2ebFBmle5uXcdbrCAOvPcZ,161846,4,Vagabundo Chora - Ao Vivo,73
21,0.642,0.82,1,-4.519,0,0.137,0.33,0.0,0.671,0.612,142.759,audio_features,3jPp5Aukksz9Ir0gZy6lZM,spotify:track:3jPp5Aukksz9Ir0gZy6lZM,https://api.spotify.com/v1/tracks/3jPp5Aukksz9Ir0gZy6lZM,https://api.spotify.com/v1/audio-analysis/3jPp5Aukksz9Ir0gZy6lZM,223490,4,Acabei de Terminar - Ao Vivo,74
22,0.581,0.744,2,-4.537,1,0.051,0.598,0.0,0.36,0.703,156.998,audio_features,6t0NgNfSUu8gkHnDHo0vbm,spotify:track:6t0NgNfSUu8gkHnDHo0vbm,https://api.spotify.com/v1/tracks/6t0NgNfSUu8gkHnDHo0vbm,https://api.spotify.com/v1/audio-analysis/6t0NgNfSUu8gkHnDHo0vbm,210592,3,Enamorado,36
23,0.424,0.702,1,-4.375,1,0.0426,0.681,0.0,0.0885,0.555,146.953,audio_features,6BIvQ6KIdwhUB29lCVy0cd,spotify:track:6BIvQ6KIdwhUB29lCVy0cd,https://api.spotify.com/v1/tracks/6BIvQ6KIdwhUB29lCVy0cd,https://api.spotify.com/v1/audio-analysis/6BIvQ6KIdwhUB29lCVy0cd,165559,4,Felicidade Dela - Ao Vivo,63
24,0.441,0.915,3,-4.096,0,0.112,0.306,0.0,0.252,0.726,185.936,audio_features,53RxHysDJ0cjugMcPymwja,spotify:track:53RxHysDJ0cjugMcPymwja,https://api.spotify.com/v1/tracks/53RxHysDJ0cjugMcPymwja,https://api.spotify.com/v1/audio-analysis/53RxHysDJ0cjugMcPymwja,153226,4,ABALO EMOCIONAL - Ao Vivo,71
25,0.534,0.85,0,-4.142,1,0.0861,0.255,0.0,0.632,0.341,143.958,audio_features,0sjhY8nPIm6cPOQfyUPmJe,spotify:track:0sjhY8nPIm6cPOQfyUPmJe,https://api.spotify.com/v1/tracks/0sjhY8nPIm6cPOQfyUPmJe,https://api.spotify.com/v1/audio-analysis/0sjhY8nPIm6cPOQfyUPmJe,154868,4,ERRO PLANEJADO - Ao Vivo,62
26,0.758,0.697,1,-4.103,1,0.0347,0.647,0.0,0.0887,0.81,94.98,audio_features,6HV630GY0GT3RN2efFRmbP,spotify:track:6HV630GY0GT3RN2efFRmbP,https://api.spotify.com/v1/tracks/6HV630GY0GT3RN2efFRmbP,https://api.spotify.com/v1/audio-analysis/6HV630GY0GT3RN2efFRmbP,171264,4,Troca,65
27,0.772,0.647,10,-5.404,1,0.0758,0.707,0.0,0.113,0.801,130.183,audio_features,3ITkrUvAA6gzxer2UIom3P,spotify:track:3ITkrUvAA6gzxer2UIom3P,https://api.spotify.com/v1/tracks/3ITkrUvAA6gzxer2UIom3P,https://api.spotify.com/v1/audio-analysis/3ITkrUvAA6gzxer2UIom3P,162539,5,Molhando o Volante,73
28,0.732,0.831,0,-3.791,0,0.0691,0.554,0.0,0.903,0.684,123.942,audio_features,5719MEdRQcH4c3phXqX7WN,spotify:track:5719MEdRQcH4c3phXqX7WN,https://api.spotify.com/v1/tracks/5719MEdRQcH4c3phXqX7WN,https://api.spotify.com/v1/audio-analysis/5719MEdRQcH4c3phXqX7WN,177935,4,Mal Feito - Ao Vivo,75
29,0.749,0.929,2,-1.975,1,0.182,0.356,0.0,0.901,0.923,164.988,audio_features,7sCdzif8vD8XN1jgdYFL1q,spotify:track:7sCdzif8vD8XN1jgdYFL1q,https://api.spotify.com/v1/tracks/7sCdzif8vD8XN1jgdYFL1q,https://api.spotify.com/v1/audio-analysis/7sCdzif8vD8XN1jgdYFL1q,146882,4,Localiza Aí Bebê - Ao Vivo,9
30,0.774,0.732,9,-4.227,1,0.0308,0.108,0.0,0.243,0.734,135.005,audio_features,5SwyN9hzmWjBsINlif8li8,spotify:track:5SwyN9hzmWjBsINlif8li8,https://api.spotify.com/v1/tracks/5SwyN9hzmWjBsINlif8li8,https://api.spotify.com/v1/audio-analysis/5SwyN9hzmWjBsINlif8li8,192725,4,Ficha Limpa,66
31,0.547,0.571,7,-5.816,1,0.0412,0.783,0.0,0.251,0.38,75.188,audio_features,66HWIQEq6xO0IZ47AHrybG,spotify:track:66HWIQEq6xO0IZ47AHrybG,https://api.spotify.com/v1/tracks/66HWIQEq6xO0IZ47AHrybG,https://api.spotify.com/v1/audio-analysis/66HWIQEq6xO0IZ47AHrybG,188672,4,Desbloqueado - Ao Vivo,58
32,0.627,0.818,1,-3.086,1,0.103,0.378,0.0,0.246,0.449,161.857,audio_features,6F7tttrdq7aUdxXVeo0nKp,spotify:track:6F7tttrdq7aUdxXVeo0nKp,https://api.spotify.com/v1/tracks/6F7tttrdq7aUdxXVeo0nKp,https://api.spotify.com/v1/audio-analysis/6F7tttrdq7aUdxXVeo0nKp,183413,4,Foi Pá Pum,58
33,0.663,0.569,8,-7.423,1,0.0273,0.766,0.000408,0.134,0.618,100.004,audio_features,76HyzPYVVTATzSf53RhVA9,spotify:track:76HyzPYVVTATzSf53RhVA9,https://api.spotify.com/v1/tracks/76HyzPYVVTATzSf53RhVA9,https://api.spotify.com/v1/audio-analysis/76HyzPYVVTATzSf53RhVA9,193489,4,Pedacinho do Céu,31
34,0.599,0.914,5,-2.415,0,0.0629,0.5,0.0,0.694,0.831,168.008,audio_features,3rRin3LyLY92kpEbkCgwf4,spotify:track:3rRin3LyLY92kpEbkCgwf4,https://api.spotify.com/v1/tracks/3rRin3LyLY92kpEbkCgwf4,https://api.spotify.com/v1/audio-analysis/3rRin3LyLY92kpEbkCgwf4,182977,4,Basta Você Me Ligar - Ao Vivo,53
35,0.666,0.846,1,-3.654,1,0.174,0.0883,0.0,0.084,0.782,144.479,audio_features,0RaIjuKU5hudMteEXwr4RS,spotify:track:0RaIjuKU5hudMteEXwr4RS,https://api.spotify.com/v1/tracks/0RaIjuKU5hudMteEXwr4RS,https://api.spotify.com/v1/audio-analysis/0RaIjuKU5hudMteEXwr4RS,166388,4,Ranking,60
36,0.43,0.445,2,-5.742,1,0.0306,0.865,0.0,0.656,0.455,105.396,audio_features,47fy7pyYNy0lPivY747Ofo,spotify:track:47fy7pyYNy0lPivY747Ofo,https://api.spotify.com/v1/tracks/47fy7pyYNy0lPivY747Ofo,https://api.spotify.com/v1/audio-analysis/47fy7pyYNy0lPivY747Ofo,232562,4,Um Degrau na Escada / Tô por Aí - Ao Vivo,38
37,0.719,0.746,3,-3.897,1,0.0481,0.55,0.0,0.22,0.698,129.877,audio_features,7FkVYQi0gDpJwHY2Lqoh9S,spotify:track:7FkVYQi0gDpJwHY2Lqoh9S,https://api.spotify.com/v1/tracks/7FkVYQi0gDpJwHY2Lqoh9S,https://api.spotify.com/v1/audio-analysis/7FkVYQi0gDpJwHY2Lqoh9S,194164,4,Surreal,41
38,0.443,0.509,2,-5.995,1,0.0536,0.615,0.0,0.472,0.69,160.984,audio_features,1ere9b9vDw2N3m9d4uiXxa,spotify:track:1ere9b9vDw2N3m9d4uiXxa,https://api.spotify.com/v1/tracks/1ere9b9vDw2N3m9d4uiXxa,https://api.spotify.com/v1/audio-analysis/1ere9b9vDw2N3m9d4uiXxa,196380,4,Facas - Ao Vivo,67
39,0.752,0.62,5,-5.536,1,0.0509,0.309,0.0,0.075,0.962,117.399,audio_features,7GLWWrk1YlkPYqJK3ynIA0,spotify:track:7GLWWrk1YlkPYqJK3ynIA0,https://api.spotify.com/v1/tracks/7GLWWrk1YlkPYqJK3ynIA0,https://api.spotify.com/v1/audio-analysis/7GLWWrk1YlkPYqJK3ynIA0,164459,4,Lance Individual,58
40,0.536,0.854,1,-4.012,0,0.0637,0.127,0.0,0.107,0.769,75.95,audio_features,0eoMMLrWtXbLk64baeESkc,spotify:track:0eoMMLrWtXbLk64baeESkc,https://api.spotify.com/v1/tracks/0eoMMLrWtXbLk64baeESkc,https://api.spotify.com/v1/audio-analysis/0eoMMLrWtXbLk64baeESkc,183014,4,Tudo Indica (feat. Jorge & Mateus) - Ao Vivo,58
41,0.554,0.402,9,-6.852,1,0.0455,0.925,0.0,0.321,0.527,122.03,audio_features,1N4tBncBfDOlPO7gswavkB,spotify:track:1N4tBncBfDOlPO7gswavkB,https://api.spotify.com/v1/tracks/1N4tBncBfDOlPO7gswavkB,https://api.spotify.com/v1/audio-analysis/1N4tBncBfDOlPO7gswavkB,213752,4,Na Hora H / Você Vai Ver,42
42,0.61,0.867,9,-3.942,1,0.176,0.471,0.0,0.83,0.717,81.023,audio_features,1WTJdd2atKxhUrbvUHjNDt,spotify:track:1WTJdd2atKxhUrbvUHjNDt,https://api.spotify.com/v1/tracks/1WTJdd2atKxhUrbvUHjNDt,https://api.spotify.com/v1/audio-analysis/1WTJdd2atKxhUrbvUHjNDt,180346,4,Segunda Taça - Ao Vivo,59
43,0.626,0.776,10,-6.66,1,0.189,0.486,0.0,0.108,0.696,129.765,audio_features,5gTgQBtNP08fUijxpEgmzF,spotify:track:5gTgQBtNP08fUijxpEgmzF,https://api.spotify.com/v1/tracks/5gTgQBtNP08fUijxpEgmzF,https://api.spotify.com/v1/audio-analysis/5gTgQBtNP08fUijxpEgmzF,184149,4,É Problema,59
44,0.582,0.429,9,-6.084,1,0.0323,0.858,0.0,0.78,0.443,104.967,audio_features,0YfmR3iCdJ5kv9EMeCHzzB,spotify:track:0YfmR3iCdJ5kv9EMeCHzzB,https://api.spotify.com/v1/tracks/0YfmR3iCdJ5kv9EMeCHzzB,https://api.spotify.com/v1/audio-analysis/0YfmR3iCdJ5kv9EMeCHzzB,253549,4,Cuida de Mim / Coração na Contramão - Ao Vivo,44
45,0.654,0.648,4,-4.462,1,0.0443,0.406,0.0,0.104,0.612,143.838,audio_features,4VfG3ntsNSyNr7lPZZyvTE,spotify:track:4VfG3ntsNSyNr7lPZZyvTE,https://api.spotify.com/v1/tracks/4VfG3ntsNSyNr7lPZZyvTE,https://api.spotify.com/v1/audio-analysis/4VfG3ntsNSyNr7lPZZyvTE,178688,4,Tudo que Eu Queria - Ao Vivo,0
46,0.659,0.689,1,-4.984,0,0.0319,0.539,0.0,0.147,0.701,99.967,audio_features,4AAIAVjSyiq1N7SXKkwXZe,spotify:track:4AAIAVjSyiq1N7SXKkwXZe,https://api.spotify.com/v1/tracks/4AAIAVjSyiq1N7SXKkwXZe,https://api.spotify.com/v1/audio-analysis/4AAIAVjSyiq1N7SXKkwXZe,203158,4,Troca de Calçada,69
47,0.736,0.921,0,-3.507,1,0.0798,0.0566,0.0,0.495,0.489,129.944,audio_features,5u9pWMnzlfOKiHHiPPBaD9,spotify:track:5u9pWMnzlfOKiHHiPPBaD9,https://api.spotify.com/v1/tracks/5u9pWMnzlfOKiHHiPPBaD9,https://api.spotify.com/v1/audio-analysis/5u9pWMnzlfOKiHHiPPBaD9,176726,4,Os Moleque do Rodeio,56
48,0.686,0.789,1,-4.103,1,0.126,0.322,0.0,0.4,0.822,157.932,audio_features,17UfXrL7Run3GyZJW4uRjC,spotify:track:17UfXrL7Run3GyZJW4uRjC,https://api.spotify.com/v1/tracks/17UfXrL7Run3GyZJW4uRjC,https://api.spotify.com/v1/audio-analysis/17UfXrL7Run3GyZJW4uRjC,157355,4,Paradigmas,59
49,0.627,0.651,5,-4.15,1,0.0461,0.521,0.0,0.952,0.666,104.816,audio_features,7xi4XR5EIOU6OHdIydLMjT,spotify:track:7xi4XR5EIOU6OHdIydLMjT,https://api.spotify.com/v1/tracks/7xi4XR5EIOU6OHdIydLMjT,https://api.spotify.com/v1/audio-analysis/7xi4XR5EIOU6OHdIydLMjT,218806,4,Uma Ex (Ao Vivo),60
50,0.698,0.604,4,-4.574,1,0.0457,0.501,0.0,0.251,0.353,127.707,audio_features,64I6t2tuUGnIlaDIzHJ6YI,spotify:track:64I6t2tuUGnIlaDIzHJ6YI,https://api.spotify.com/v1/tracks/64I6t2tuUGnIlaDIzHJ6YI,https://api.spotify.com/v1/audio-analysis/64I6t2tuUGnIlaDIzHJ6YI,215979,4,Quero Você do Jeito Que Quiser,59
51,0.524,0.843,2,-3.456,1,0.0309,0.309,0.0,0.681,0.47,103.107,audio_features,3aDV90V6vHUSYKKYDLNdQ8,spotify:track:3aDV90V6vHUSYKKYDLNdQ8,https://api.spotify.com/v1/tracks/3aDV90V6vHUSYKKYDLNdQ8,https://api.spotify.com/v1/audio-analysis/3aDV90V6vHUSYKKYDLNdQ8,190433,3,Marca Evidente - Ao Vivo,63
52,0.925,0.35,9,-7.507,1,0.0649,0.658,0.0,0.115,0.691,107.989,audio_features,0V4ZIBLOxq85pFQATKtItp,spotify:track:0V4ZIBLOxq85pFQATKtItp,https://api.spotify.com/v1/tracks/0V4ZIBLOxq85pFQATKtItp,https://api.spotify.com/v1/audio-analysis/0V4ZIBLOxq85pFQATKtItp,180576,4,Despedida De Casal,61
53,0.574,0.898,9,-6.601,0,0.0773,0.2,0.0,0.848,0.656,139.968,audio_features,6SPQYhlFubav2G84G5Vuvm,spotify:track:6SPQYhlFubav2G84G5Vuvm,https://api.spotify.com/v1/tracks/6SPQYhlFubav2G84G5Vuvm,https://api.spotify.com/v1/audio-analysis/6SPQYhlFubav2G84G5Vuvm,175422,4,Primeiro Impulso - Ao Vivo,44
54,0.567,0.45,10,-5.625,1,0.04,0.893,0.0,0.139,0.613,143.486,audio_features,51DktZKgLS8YQoNOzoQCj2,spotify:track:51DktZKgLS8YQoNOzoQCj2,https://api.spotify.com/v1/tracks/51DktZKgLS8YQoNOzoQCj2,https://api.spotify.com/v1/audio-analysis/51DktZKgLS8YQoNOzoQCj2,162363,4,Sou fã / era só pra ficar,37
55,0.596,0.772,10,-4.721,1,0.0645,0.561,0.0,0.071,0.591,75.663,audio_features,4P7IXYPAkinTdZrBF5bGWp,spotify:track:4P7IXYPAkinTdZrBF5bGWp,https://api.spotify.com/v1/tracks/4P7IXYPAkinTdZrBF5bGWp,https://api.spotify.com/v1/audio-analysis/4P7IXYPAkinTdZrBF5bGWp,154662,4,Você Beberia Ou Não Beberia?,57
56,0.292,0.626,11,-4.78,1,0.0533,0.571,0.0,0.87,0.305,162.824,audio_features,5Q0ZnQjk4lQpScX7ujswun,spotify:track:5Q0ZnQjk4lQpScX7ujswun,https://api.spotify.com/v1/tracks/5Q0ZnQjk4lQpScX7ujswun,https://api.spotify.com/v1/audio-analysis/5Q0ZnQjk4lQpScX7ujswun,190162,4,A Maior Saudade - Ao Vivo,69
57,0.782,0.845,2,-3.731,1,0.0721,0.501,0.0,0.713,0.771,121.95,audio_features,1tYJnXtKLoWVIL4lZOouQG,spotify:track:1tYJnXtKLoWVIL4lZOouQG,https://api.spotify.com/v1/tracks/1tYJnXtKLoWVIL4lZOouQG,https://api.spotify.com/v1/audio-analysis/1tYJnXtKLoWVIL4lZOouQG,213006,4,Cê Tá Preparada - Ao Vivo,65
58,0.736,0.583,8,-3.325,1,0.0323,0.515,0.0,0.151,0.48,131.865,audio_features,2G3pr93yMNJ2HcL028dTxt,spotify:track:2G3pr93yMNJ2HcL028dTxt,https://api.spotify.com/v1/tracks/2G3pr93yMNJ2HcL028dTxt,https://api.spotify.com/v1/audio-analysis/2G3pr93yMNJ2HcL028dTxt,189127,4,Antes de Ir,0
59,0.66,0.889,2,-2.17,0,0.0391,0.507,3.5e-05,0.101,0.913,159.94,audio_features,6AQqsFYtCQi9m7MJcMjGup,spotify:track:6AQqsFYtCQi9m7MJcMjGup,https://api.spotify.com/v1/tracks/6AQqsFYtCQi9m7MJcMjGup,https://api.spotify.com/v1/audio-analysis/6AQqsFYtCQi9m7MJcMjGup,176298,4,Superação Digital,57
60,0.668,0.887,11,-4.404,0,0.0564,0.369,1.39e-06,0.257,0.907,151.92,audio_features,2kJRlOyrxsy7Ot3c5TZ8Q6,spotify:track:2kJRlOyrxsy7Ot3c5TZ8Q6,https://api.spotify.com/v1/tracks/2kJRlOyrxsy7Ot3c5TZ8Q6,https://api.spotify.com/v1/audio-analysis/2kJRlOyrxsy7Ot3c5TZ8Q6,157176,4,Meu Pedaço de Pecado,45
61,0.627,0.816,11,-1.889,1,0.0405,0.56,0.0,0.735,0.64,123.968,audio_features,5TPXcKSOlPaz2pkYbWiWHU,spotify:track:5TPXcKSOlPaz2pkYbWiWHU,https://api.spotify.com/v1/tracks/5TPXcKSOlPaz2pkYbWiWHU,https://api.spotify.com/v1/audio-analysis/5TPXcKSOlPaz2pkYbWiWHU,176492,4,Ai Eu Chorei - Ao Vivo,73
62,0.445,0.788,1,-3.545,1,0.0828,0.429,0.0,0.25,0.604,145.685,audio_features,5utZlFOVF4nrQpImRm0eEG,spotify:track:5utZlFOVF4nrQpImRm0eEG,https://api.spotify.com/v1/tracks/5utZlFOVF4nrQpImRm0eEG,https://api.spotify.com/v1/audio-analysis/5utZlFOVF4nrQpImRm0eEG,184446,4,Valoriza,33
63,0.402,0.588,4,-5.64,0,0.04,0.557,0.0,0.346,0.728,111.804,audio_features,6NfdkXkCII8AEOfiZCj1U7,spotify:track:6NfdkXkCII8AEOfiZCj1U7,https://api.spotify.com/v1/tracks/6NfdkXkCII8AEOfiZCj1U7,https://api.spotify.com/v1/audio-analysis/6NfdkXkCII8AEOfiZCj1U7,147307,4,Sorte Invertida - Ao Vivo,17
64,0.687,0.589,3,-4.244,1,0.0377,0.691,0.0,0.0882,0.594,109.482,audio_features,6Lk3kU7JcQ5dZ7jbmhJzQN,spotify:track:6Lk3kU7JcQ5dZ7jbmhJzQN,https://api.spotify.com/v1/tracks/6Lk3kU7JcQ5dZ7jbmhJzQN,https://api.spotify.com/v1/audio-analysis/6Lk3kU7JcQ5dZ7jbmhJzQN,158716,4,Melhor Ser uma Saudade,16
65,0.584,0.592,2,-4.904,0,0.0316,0.505,0.0,0.515,0.395,92.035,audio_features,11fqunD6qlOCrRd88kMOk6,spotify:track:11fqunD6qlOCrRd88kMOk6,https://api.spotify.com/v1/tracks/11fqunD6qlOCrRd88kMOk6,https://api.spotify.com/v1/audio-analysis/11fqunD6qlOCrRd88kMOk6,183244,3,Evento Cancelado - Ao Vivo,77
66,0.627,0.949,9,-4.16,0,0.0531,0.0568,0.0,0.645,0.682,146.079,audio_features,6bwx7pcKJY05D9S6CVa1k6,spotify:track:6bwx7pcKJY05D9S6CVa1k6,https://api.spotify.com/v1/tracks/6bwx7pcKJY05D9S6CVa1k6,https://api.spotify.com/v1/audio-analysis/6bwx7pcKJY05D9S6CVa1k6,166601,4,Nem Namorado e Nem Ficante - Ao Vivo | Faixa Bônus,75
67,0.783,0.672,5,-4.847,1,0.0375,0.68,0.0,0.854,0.699,108.955,audio_features,2LEV3lTRxKqLBfmt5BWkLj,spotify:track:2LEV3lTRxKqLBfmt5BWkLj,https://api.spotify.com/v1/tracks/2LEV3lTRxKqLBfmt5BWkLj,https://api.spotify.com/v1/audio-analysis/2LEV3lTRxKqLBfmt5BWkLj,175467,4,Não Pega Ninguém Ainda (Ao Vivo),68
68,0.427,0.834,10,-4.169,1,0.0978,0.434,0.0,0.939,0.32,179.089,audio_features,3XF598RmEUF3XW4XKo1lyP,spotify:track:3XF598RmEUF3XW4XKo1lyP,https://api.spotify.com/v1/tracks/3XF598RmEUF3XW4XKo1lyP,https://api.spotify.com/v1/audio-analysis/3XF598RmEUF3XW4XKo1lyP,208007,3,Meu Número - Ao Vivo,74
